fips,state,year,month,population,unemployment,date,code,minwage,fedminwage,cpi,change,gdp
41,oregon,1986,7,2058000.0,8.1,1986-07-01,OR,7.32,7.91,109.6,-0.1299999999999999,
42,pennsylvania,1986,7,9244000.0,7.0,1986-07-01,PA,7.91,7.91,109.6,-0.1400000000000005,
44,rhode island,1986,7,754000.0,4.2,1986-07-01,RI,6.84,7.91,109.6,-0.1299999999999999,
45,south carolina,1986,7,2454000.0,6.2,1986-07-01,SC,0.0,7.91,109.6,0.0,
46,south dakota,1986,7,512000.0,4.6,1986-07-01,SD,5.43,7.91,109.6,-0.1000000000000005,
47,tennessee,1986,7,3626000.0,7.9,1986-07-01,TN,0.0,7.91,109.6,0.0,
48,texas,1986,7,11962000.0,9.0,1986-07-01,TX,3.3,7.91,109.6,-0.0700000000000002,
49,utah,1986,7,1078000.0,6.2,1986-07-01,UT,5.9,7.91,109.6,-0.1099999999999994,
50,vermont,1986,7,407000.0,4.3,1986-07-01,VT,7.91,7.91,109.6,-0.1400000000000005,
51,virginia,1986,7,4302000.0,4.9,1986-07-01,VA,6.25,7.91,109.6,-0.1200000000000001,
53,washington,1986,7,3333000.0,8.2,1986-07-01,WA,5.43,7.91,109.6,-0.1000000000000005,
54,west virginia,1986,7,1455000.0,12.2,1986-07-01,WV,6.49,7.91,109.6,-0.1200000000000001,
55,wisconsin,1986,7,3591000.0,6.8,1986-07-01,WI,7.67,7.91,109.6,-0.1399999999999996,
56,wyoming,1986,7,360000.0,8.7,1986-07-01,WY,3.78,7.91,109.6,-0.0700000000000002,
1,alabama,1986,8,3005000.0,9.6,1986-08-01,AL,0.0,7.91,109.6,0.0,
2,alaska,1986,8,351000.0,11.3,1986-08-01,AK,9.09,7.91,109.6,-0.1699999999999999,
4,arizona,1986,8,2436000.0,7.3,1986-08-01,AZ,0.0,7.91,109.6,0.0,
5,arkansas,1986,8,1763000.0,8.5,1986-08-01,AR,6.37,7.91,109.6,-0.1200000000000001,
6,california,1986,8,20113000.0,6.7,1986-08-01,CA,7.91,7.91,109.6,-0.1400000000000005,
37,los angeles county,1986,8,6273200.0,6.7,1986-08-01,,,,,,
8,colorado,1986,8,2420000.0,7.8,1986-08-01,CO,4.48,7.91,109.6,-0.0899999999999998,
9,connecticut,1986,8,2490000.0,3.7,1986-08-01,CT,7.95,7.91,109.6,-0.1499999999999994,
10,delaware,1986,8,481000.0,4.0,1986-08-01,DE,4.72,7.91,109.6,-0.0899999999999998,
11,district of columbia,1986,8,479000.0,7.4,1986-08-01,DC,5.9,7.91,109.6,-0.1099999999999994,
12,florida,1986,8,9197000.0,5.9,1986-08-01,FL,0.0,7.91,109.6,0.0,
13,georgia,1986,8,4459000.0,5.9,1986-08-01,GA,2.95,7.91,109.6,-0.0499999999999998,
15,hawaii,1986,8,747000.0,4.5,1986-08-01,HI,7.32,7.91,109.6,-0.1299999999999999,
16,idaho,1986,8,708000.0,8.6,1986-08-01,ID,5.43,7.91,109.6,-0.1000000000000005,
17,illinois,1986,8,8687000.0,8.2,1986-08-01,IL,5.43,7.91,109.6,-0.1000000000000005,
18,indiana,1986,8,4123000.0,6.7,1986-08-01,IN,4.72,7.91,109.6,-0.0899999999999998,
19,iowa,1986,8,2138000.0,6.6,1986-08-01,IA,0.0,7.91,109.6,0.0,
20,kansas,1986,8,1819000.0,5.4,1986-08-01,KS,3.78,7.91,109.6,-0.0700000000000002,
21,kentucky,1986,8,2762000.0,9.2,1986-08-01,KY,5.07,7.91,109.6,-0.0999999999999996,
22,louisiana,1986,8,3224000.0,12.8,1986-08-01,LA,0.0,7.91,109.6,0.0,
23,maine,1986,8,884000.0,5.3,1986-08-01,ME,7.91,7.91,109.6,-0.1400000000000005,
24,maryland,1986,8,3398000.0,4.6,1986-08-01,MD,7.91,7.91,109.6,-0.1400000000000005,
25,massachusetts,1986,8,4567000.0,4.0,1986-08-01,MA,7.91,7.91,109.6,-0.1400000000000005,
26,michigan,1986,8,6865000.0,8.9,1986-08-01,MI,7.91,7.91,109.6,-0.1400000000000005,
27,minnesota,1986,8,3169000.0,5.4,1986-08-01,MN,7.32,7.91,109.6,-0.1299999999999999,
28,mississippi,1986,8,1868000.0,11.6,1986-08-01,MS,0.0,7.91,109.6,0.0,
29,missouri,1986,8,3828000.0,6.5,1986-08-01,MO,0.0,7.91,109.6,0.0,
30,montana,1986,8,600000.0,7.9,1986-08-01,MT,4.72,7.91,109.6,-0.0899999999999998,
31,nebraska,1986,8,1180000.0,4.7,1986-08-01,NE,3.78,7.91,109.6,-0.0700000000000002,
32,nevada,1986,8,738000.0,6.2,1986-08-01,NV,6.49,7.91,109.6,-0.1200000000000001,
33,new hampshire,1986,8,782000.0,2.5,1986-08-01,NH,7.91,7.91,109.6,-0.1400000000000005,
34,new jersey,1986,8,5960000.0,4.9,1986-08-01,NJ,7.91,7.91,109.6,-0.1400000000000005,
35,new mexico,1986,8,1060000.0,9.4,1986-08-01,NM,6.84,7.91,109.6,-0.1299999999999999,
36,new york,1986,8,13720000.0,6.1,1986-08-01,NY,7.91,7.91,109.6,-0.1400000000000005,
51000,new york city,1986,8,5808200.0,7.1,1986-08-01,,,,,,
37,north carolina,1986,8,4737000.0,5.4,1986-08-01,NC,6.84,7.91,109.6,-0.1299999999999999,
38,north dakota,1986,8,487000.0,5.5,1986-08-01,ND,6.61,7.91,109.6,-0.1200000000000001,
39,ohio,1986,8,8104000.0,8.3,1986-08-01,OH,5.43,7.91,109.6,-0.1000000000000005,
40,oklahoma,1986,8,2424000.0,8.8,1986-08-01,OK,7.32,7.91,109.6,-0.1299999999999999,
41,oregon,1986,8,2060000.0,7.8,1986-08-01,OR,7.32,7.91,109.6,-0.1299999999999999,
42,pennsylvania,1986,8,9249000.0,6.8,1986-08-01,PA,7.91,7.91,109.6,-0.1400000000000005,
44,rhode island,1986,8,755000.0,4.2,1986-08-01,RI,6.84,7.91,109.6,-0.1299999999999999,
45,south carolina,1986,8,2458000.0,6.1,1986-08-01,SC,0.0,7.91,109.6,0.0,
46,south dakota,1986,8,512000.0,4.6,1986-08-01,SD,5.43,7.91,109.6,-0.1000000000000005,
47,tennessee,1986,8,3631000.0,7.9,1986-08-01,TN,0.0,7.91,109.6,0.0,
48,texas,1986,8,11967000.0,9.1,1986-08-01,TX,3.3,7.91,109.6,-0.0700000000000002,
49,utah,1986,8,1079000.0,6.3,1986-08-01,UT,5.9,7.91,109.6,-0.1099999999999994,
50,vermont,1986,8,408000.0,4.3,1986-08-01,VT,7.91,7.91,109.6,-0.1400000000000005,
51,virginia,1986,8,4310000.0,4.9,1986-08-01,VA,6.25,7.91,109.6,-0.1200000000000001,
53,washington,1986,8,3339000.0,8.2,1986-08-01,WA,5.43,7.91,109.6,-0.1000000000000005,
54,west virginia,1986,8,1455000.0,12.1,1986-08-01,WV,6.49,7.91,109.6,-0.1200000000000001,
55,wisconsin,1986,8,3593000.0,6.7,1986-08-01,WI,7.67,7.91,109.6,-0.1399999999999996,
56,wyoming,1986,8,359000.0,8.8,1986-08-01,WY,3.78,7.91,109.6,-0.0700000000000002,
1,alabama,1986,9,3008000.0,9.5,1986-09-01,AL,0.0,7.91,109.6,0.0,
2,alaska,1986,9,351000.0,11.2,1986-09-01,AK,9.09,7.91,109.6,-0.1699999999999999,
4,arizona,1986,9,2443000.0,7.4,1986-09-01,AZ,0.0,7.91,109.6,0.0,
5,arkansas,1986,9,1765000.0,8.5,1986-09-01,AR,6.37,7.91,109.6,-0.1200000000000001,
6,california,1986,9,20153000.0,6.7,1986-09-01,CA,7.91,7.91,109.6,-0.1400000000000005,
37,los angeles county,1986,9,6281800.0,6.7,1986-09-01,,,,,,
8,colorado,1986,9,2422000.0,8.0,1986-09-01,CO,4.48,7.91,109.6,-0.0899999999999998,
9,connecticut,1986,9,2491000.0,3.7,1986-09-01,CT,7.95,7.91,109.6,-0.1499999999999994,
10,delaware,1986,9,482000.0,3.8,1986-09-01,DE,4.72,7.91,109.6,-0.0899999999999998,
11,district of columbia,1986,9,478000.0,7.4,1986-09-01,DC,5.9,7.91,109.6,-0.1099999999999994,
12,florida,1986,9,9219000.0,5.8,1986-09-01,FL,0.0,7.91,109.6,0.0,
13,georgia,1986,9,4469000.0,5.9,1986-09-01,GA,2.95,7.91,109.6,-0.0499999999999998,
15,hawaii,1986,9,748000.0,4.4,1986-09-01,HI,7.32,7.91,109.6,-0.1299999999999999,
16,idaho,1986,9,709000.0,8.5,1986-09-01,ID,5.43,7.91,109.6,-0.1000000000000005,
17,illinois,1986,9,8693000.0,8.0,1986-09-01,IL,5.43,7.91,109.6,-0.1000000000000005,
18,indiana,1986,9,4127000.0,6.6,1986-09-01,IN,4.72,7.91,109.6,-0.0899999999999998,
19,iowa,1986,9,2138000.0,6.5,1986-09-01,IA,0.0,7.91,109.6,0.0,
20,kansas,1986,9,1820000.0,5.3,1986-09-01,KS,3.78,7.91,109.6,-0.0700000000000002,
21,kentucky,1986,9,2763000.0,9.2,1986-09-01,KY,5.07,7.91,109.6,-0.0999999999999996,
22,louisiana,1986,9,3222000.0,12.8,1986-09-01,LA,0.0,7.91,109.6,0.0,
23,maine,1986,9,886000.0,5.3,1986-09-01,ME,7.91,7.91,109.6,-0.1400000000000005,
24,maryland,1986,9,3403000.0,4.7,1986-09-01,MD,7.91,7.91,109.6,-0.1400000000000005,
25,massachusetts,1986,9,4569000.0,4.0,1986-09-01,MA,7.91,7.91,109.6,-0.1400000000000005,
26,michigan,1986,9,6872000.0,8.7,1986-09-01,MI,7.91,7.91,109.6,-0.1400000000000005,
27,minnesota,1986,9,3171000.0,5.3,1986-09-01,MN,7.32,7.91,109.6,-0.1299999999999999,
28,mississippi,1986,9,1869000.0,11.6,1986-09-01,MS,0.0,7.91,109.6,0.0,
29,missouri,1986,9,3832000.0,6.5,1986-09-01,MO,0.0,7.91,109.6,0.0,
30,montana,1986,9,600000.0,7.9,1986-09-01,MT,4.72,7.91,109.6,-0.0899999999999998,
31,nebraska,1986,9,1180000.0,4.6,1986-09-01,NE,3.78,7.91,109.6,-0.0700000000000002,
32,nevada,1986,9,740000.0,6.2,1986-09-01,NV,6.49,7.91,109.6,-0.1200000000000001,
33,new hampshire,1986,9,784000.0,2.3,1986-09-01,NH,7.91,7.91,109.6,-0.1400000000000005,
34,new jersey,1986,9,5964000.0,4.8,1986-09-01,NJ,7.91,7.91,109.6,-0.1400000000000005,
35,new mexico,1986,9,1062000.0,9.4,1986-09-01,NM,6.84,7.91,109.6,-0.1299999999999999,
36,new york,1986,9,13725000.0,5.9,1986-09-01,NY,7.91,7.91,109.6,-0.1400000000000005,
51000,new york city,1986,9,5810700.0,6.9,1986-09-01,,,,,,
37,north carolina,1986,9,4743000.0,5.4,1986-09-01,NC,6.84,7.91,109.6,-0.1299999999999999,
38,north dakota,1986,9,486000.0,5.4,1986-09-01,ND,6.61,7.91,109.6,-0.1200000000000001,
39,ohio,1986,9,8109000.0,8.2,1986-09-01,OH,5.43,7.91,109.6,-0.1000000000000005,
40,oklahoma,1986,9,2422000.0,8.7,1986-09-01,OK,7.32,7.91,109.6,-0.1299999999999999,
41,oregon,1986,9,2062000.0,7.5,1986-09-01,OR,7.32,7.91,109.6,-0.1299999999999999,
42,pennsylvania,1986,9,9254000.0,6.7,1986-09-01,PA,7.91,7.91,109.6,-0.1400000000000005,
44,rhode island,1986,9,756000.0,4.3,1986-09-01,RI,6.84,7.91,109.6,-0.1299999999999999,
45,south carolina,1986,9,2461000.0,6.0,1986-09-01,SC,0.0,7.91,109.6,0.0,
46,south dakota,1986,9,513000.0,4.5,1986-09-01,SD,5.43,7.91,109.6,-0.1000000000000005,
47,tennessee,1986,9,3636000.0,7.9,1986-09-01,TN,0.0,7.91,109.6,0.0,
48,texas,1986,9,11972000.0,9.2,1986-09-01,TX,3.3,7.91,109.6,-0.0700000000000002,
49,utah,1986,9,1080000.0,6.4,1986-09-01,UT,5.9,7.91,109.6,-0.1099999999999994,
50,vermont,1986,9,408000.0,4.3,1986-09-01,VT,7.91,7.91,109.6,-0.1400000000000005,
51,virginia,1986,9,4318000.0,4.9,1986-09-01,VA,6.25,7.91,109.6,-0.1200000000000001,
53,washington,1986,9,3344000.0,8.2,1986-09-01,WA,5.43,7.91,109.6,-0.1000000000000005,
54,west virginia,1986,9,1454000.0,11.9,1986-09-01,WV,6.49,7.91,109.6,-0.1200000000000001,
55,wisconsin,1986,9,3596000.0,6.6,1986-09-01,WI,7.67,7.91,109.6,-0.1399999999999996,
56,wyoming,1986,9,358000.0,8.8,1986-09-01,WY,3.78,7.91,109.6,-0.0700000000000002,
1,alabama,1986,10,3011000.0,9.5,1986-10-01,AL,0.0,7.91,109.6,0.0,
2,alaska,1986,10,350000.0,11.1,1986-10-01,AK,9.09,7.91,109.6,-0.1699999999999999,
4,arizona,1986,10,2451000.0,7.5,1986-10-01,AZ,0.0,7.91,109.6,0.0,
5,arkansas,1986,10,1766000.0,8.6,1986-10-01,AR,6.37,7.91,109.6,-0.1200000000000001,
6,california,1986,10,20192000.0,6.6,1986-10-01,CA,7.91,7.91,109.6,-0.1400000000000005,
37,los angeles county,1986,10,6290400.0,6.7,1986-10-01,,,,,,
8,colorado,1986,10,2423000.0,8.1,1986-10-01,CO,4.48,7.91,109.6,-0.0899999999999998,
9,connecticut,1986,10,2493000.0,3.6,1986-10-01,CT,7.95,7.91,109.6,-0.1499999999999994,
10,delaware,1986,10,483000.0,3.6,1986-10-01,DE,4.72,7.91,109.6,-0.0899999999999998,
11,district of columbia,1986,10,478000.0,7.4,1986-10-01,DC,5.9,7.91,109.6,-0.1099999999999994,
12,florida,1986,10,9242000.0,5.8,1986-10-01,FL,0.0,7.91,109.6,0.0,
13,georgia,1986,10,4478000.0,5.8,1986-10-01,GA,2.95,7.91,109.6,-0.0499999999999998,
15,hawaii,1986,10,750000.0,4.3,1986-10-01,HI,7.32,7.91,109.6,-0.1299999999999999,
16,idaho,1986,10,709000.0,8.5,1986-10-01,ID,5.43,7.91,109.6,-0.1000000000000005,
17,illinois,1986,10,8698000.0,7.9,1986-10-01,IL,5.43,7.91,109.6,-0.1000000000000005,
18,indiana,1986,10,4130000.0,6.6,1986-10-01,IN,4.72,7.91,109.6,-0.0899999999999998,
19,iowa,1986,10,2138000.0,6.4,1986-10-01,IA,0.0,7.91,109.6,0.0,
20,kansas,1986,10,1822000.0,5.2,1986-10-01,KS,3.78,7.91,109.6,-0.0700000000000002,
21,kentucky,1986,10,2765000.0,9.2,1986-10-01,KY,5.07,7.91,109.6,-0.0999999999999996,
22,louisiana,1986,10,3219000.0,12.9,1986-10-01,LA,0.0,7.91,109.6,0.0,
23,maine,1986,10,887000.0,5.3,1986-10-01,ME,7.91,7.91,109.6,-0.1400000000000005,
24,maryland,1986,10,3408000.0,4.7,1986-10-01,MD,7.91,7.91,109.6,-0.1400000000000005,
25,massachusetts,1986,10,4571000.0,3.9,1986-10-01,MA,7.91,7.91,109.6,-0.1400000000000005,
26,michigan,1986,10,6878000.0,8.6,1986-10-01,MI,7.91,7.91,109.6,-0.1400000000000005,
27,minnesota,1986,10,3174000.0,5.2,1986-10-01,MN,7.32,7.91,109.6,-0.1299999999999999,
28,mississippi,1986,10,1870000.0,11.5,1986-10-01,MS,0.0,7.91,109.6,0.0,
29,missouri,1986,10,3836000.0,6.4,1986-10-01,MO,0.0,7.91,109.6,0.0,
30,montana,1986,10,599000.0,7.9,1986-10-01,MT,4.72,7.91,109.6,-0.0899999999999998,
31,nebraska,1986,10,1180000.0,4.6,1986-10-01,NE,3.78,7.91,109.6,-0.0700000000000002,
32,nevada,1986,10,743000.0,6.2,1986-10-01,NV,6.49,7.91,109.6,-0.1200000000000001,
33,new hampshire,1986,10,786000.0,2.3,1986-10-01,NH,7.91,7.91,109.6,-0.1400000000000005,
34,new jersey,1986,10,5969000.0,4.6,1986-10-01,NJ,7.91,7.91,109.6,-0.1400000000000005,
35,new mexico,1986,10,1063000.0,9.4,1986-10-01,NM,6.84,7.91,109.6,-0.1299999999999999,
36,new york,1986,10,13729000.0,5.8,1986-10-01,NY,7.91,7.91,109.6,-0.1400000000000005,
51000,new york city,1986,10,5813100.0,6.7,1986-10-01,,,,,,
37,north carolina,1986,10,4750000.0,5.3,1986-10-01,NC,6.84,7.91,109.6,-0.1299999999999999,
38,north dakota,1986,10,486000.0,5.3,1986-10-01,ND,6.61,7.91,109.6,-0.1200000000000001,
39,ohio,1986,10,8115000.0,8.2,1986-10-01,OH,5.43,7.91,109.6,-0.1000000000000005,
40,oklahoma,1986,10,2419000.0,8.5,1986-10-01,OK,7.32,7.91,109.6,-0.1299999999999999,
41,oregon,1986,10,2065000.0,7.2,1986-10-01,OR,7.32,7.91,109.6,-0.1299999999999999,
42,pennsylvania,1986,10,9258000.0,6.5,1986-10-01,PA,7.91,7.91,109.6,-0.1400000000000005,
44,rhode island,1986,10,756000.0,4.2,1986-10-01,RI,6.84,7.91,109.6,-0.1299999999999999,
45,south carolina,1986,10,2465000.0,6.0,1986-10-01,SC,0.0,7.91,109.6,0.0,
46,south dakota,1986,10,513000.0,4.5,1986-10-01,SD,5.43,7.91,109.6,-0.1000000000000005,
47,tennessee,1986,10,3641000.0,7.8,1986-10-01,TN,0.0,7.91,109.6,0.0,
48,texas,1986,10,11977000.0,9.3,1986-10-01,TX,3.3,7.91,109.6,-0.0700000000000002,
49,utah,1986,10,1080000.0,6.5,1986-10-01,UT,5.9,7.91,109.6,-0.1099999999999994,
50,vermont,1986,10,409000.0,4.3,1986-10-01,VT,7.91,7.91,109.6,-0.1400000000000005,
51,virginia,1986,10,4327000.0,4.9,1986-10-01,VA,6.25,7.91,109.6,-0.1200000000000001,
53,washington,1986,10,3350000.0,8.1,1986-10-01,WA,5.43,7.91,109.6,-0.1000000000000005,
54,west virginia,1986,10,1454000.0,11.8,1986-10-01,WV,6.49,7.91,109.6,-0.1200000000000001,
55,wisconsin,1986,10,3598000.0,6.5,1986-10-01,WI,7.67,7.91,109.6,-0.1399999999999996,
56,wyoming,1986,10,357000.0,8.9,1986-10-01,WY,3.78,7.91,109.6,-0.0700000000000002,
1,alabama,1986,11,3014000.0,9.4,1986-11-01,AL,0.0,7.91,109.6,0.0,
2,alaska,1986,11,349000.0,11.1,1986-11-01,AK,9.09,7.91,109.6,-0.1699999999999999,
4,arizona,1986,11,2458000.0,7.5,1986-11-01,AZ,0.0,7.91,109.6,0.0,
5,arkansas,1986,11,1768000.0,8.6,1986-11-01,AR,6.37,7.91,109.6,-0.1200000000000001,
6,california,1986,11,20232000.0,6.6,1986-11-01,CA,7.91,7.91,109.6,-0.1400000000000005,
37,los angeles county,1986,11,6299000.0,6.6,1986-11-01,,,,,,
8,colorado,1986,11,2425000.0,8.3,1986-11-01,CO,4.48,7.91,109.6,-0.0899999999999998,
9,connecticut,1986,11,2494000.0,3.6,1986-11-01,CT,7.95,7.91,109.6,-0.1499999999999994,
10,delaware,1986,11,484000.0,3.4,1986-11-01,DE,4.72,7.91,109.6,-0.0899999999999998,
11,district of columbia,1986,11,477000.0,7.4,1986-11-01,DC,5.9,7.91,109.6,-0.1099999999999994,
12,florida,1986,11,9264000.0,5.8,1986-11-01,FL,0.0,7.91,109.6,0.0,
13,georgia,1986,11,4487000.0,5.8,1986-11-01,GA,2.95,7.91,109.6,-0.0499999999999998,
15,hawaii,1986,11,751000.0,4.2,1986-11-01,HI,7.32,7.91,109.6,-0.1299999999999999,
16,idaho,1986,11,709000.0,8.4,1986-11-01,ID,5.43,7.91,109.6,-0.1000000000000005,
17,illinois,1986,11,8703000.0,7.8,1986-11-01,IL,5.43,7.91,109.6,-0.1000000000000005,
18,indiana,1986,11,4134000.0,6.6,1986-11-01,IN,4.72,7.91,109.6,-0.0899999999999998,
19,iowa,1986,11,2138000.0,6.2,1986-11-01,IA,0.0,7.91,109.6,0.0,
20,kansas,1986,11,1823000.0,5.2,1986-11-01,KS,3.78,7.91,109.6,-0.0700000000000002,
21,kentucky,1986,11,2766000.0,9.2,1986-11-01,KY,5.07,7.91,109.6,-0.0999999999999996,
22,louisiana,1986,11,3216000.0,12.8,1986-11-01,LA,0.0,7.91,109.6,0.0,
23,maine,1986,11,888000.0,5.2,1986-11-01,ME,7.91,7.91,109.6,-0.1400000000000005,
24,maryland,1986,11,3413000.0,4.7,1986-11-01,MD,7.91,7.91,109.6,-0.1400000000000005,
25,massachusetts,1986,11,4573000.0,3.9,1986-11-01,MA,7.91,7.91,109.6,-0.1400000000000005,
26,michigan,1986,11,6885000.0,8.5,1986-11-01,MI,7.91,7.91,109.6,-0.1400000000000005,
27,minnesota,1986,11,3177000.0,5.2,1986-11-01,MN,7.32,7.91,109.6,-0.1299999999999999,
28,mississippi,1986,11,1871000.0,11.5,1986-11-01,MS,0.0,7.91,109.6,0.0,
29,missouri,1986,11,3839000.0,6.4,1986-11-01,MO,0.0,7.91,109.6,0.0,
30,montana,1986,11,599000.0,7.9,1986-11-01,MT,4.72,7.91,109.6,-0.0899999999999998,
31,nebraska,1986,11,1180000.0,4.6,1986-11-01,NE,3.78,7.91,109.6,-0.0700000000000002,
32,nevada,1986,11,745000.0,6.2,1986-11-01,NV,6.49,7.91,109.6,-0.1200000000000001,
33,new hampshire,1986,11,788000.0,2.3,1986-11-01,NH,7.91,7.91,109.6,-0.1400000000000005,
34,new jersey,1986,11,5973000.0,4.4,1986-11-01,NJ,7.91,7.91,109.6,-0.1400000000000005,
35,new mexico,1986,11,1064000.0,9.4,1986-11-01,NM,6.84,7.91,109.6,-0.1299999999999999,
36,new york,1986,11,13734000.0,5.6,1986-11-01,NY,7.91,7.91,109.6,-0.1400000000000005,
51000,new york city,1986,11,5815600.0,6.6,1986-11-01,,,,,,
37,north carolina,1986,11,4757000.0,5.3,1986-11-01,NC,6.84,7.91,109.6,-0.1299999999999999,
38,north dakota,1986,11,486000.0,5.3,1986-11-01,ND,6.61,7.91,109.6,-0.1200000000000001,
39,ohio,1986,11,8120000.0,8.1,1986-11-01,OH,5.43,7.91,109.6,-0.1000000000000005,
40,oklahoma,1986,11,2417000.0,8.3,1986-11-01,OK,7.32,7.91,109.6,-0.1299999999999999,
41,oregon,1986,11,2067000.0,6.9,1986-11-01,OR,7.32,7.91,109.6,-0.1299999999999999,
42,pennsylvania,1986,11,9263000.0,6.4,1986-11-01,PA,7.91,7.91,109.6,-0.1400000000000005,
44,rhode island,1986,11,757000.0,4.2,1986-11-01,RI,6.84,7.91,109.6,-0.1299999999999999,
45,south carolina,1986,11,2469000.0,6.0,1986-11-01,SC,0.0,7.91,109.6,0.0,
46,south dakota,1986,11,513000.0,4.4,1986-11-01,SD,5.43,7.91,109.6,-0.1000000000000005,
47,tennessee,1986,11,3646000.0,7.7,1986-11-01,TN,0.0,7.91,109.6,0.0,
48,texas,1986,11,11982000.0,9.3,1986-11-01,TX,3.3,7.91,109.6,-0.0700000000000002,
49,utah,1986,11,1081000.0,6.6,1986-11-01,UT,5.9,7.91,109.6,-0.1099999999999994,
50,vermont,1986,11,409000.0,4.3,1986-11-01,VT,7.91,7.91,109.6,-0.1400000000000005,
51,virginia,1986,11,4335000.0,4.9,1986-11-01,VA,6.25,7.91,109.6,-0.1200000000000001,
53,washington,1986,11,3355000.0,8.1,1986-11-01,WA,5.43,7.91,109.6,-0.1000000000000005,
54,west virginia,1986,11,1453000.0,11.7,1986-11-01,WV,6.49,7.91,109.6,-0.1200000000000001,
55,wisconsin,1986,11,3600000.0,6.5,1986-11-01,WI,7.67,7.91,109.6,-0.1399999999999996,
56,wyoming,1986,11,356000.0,9.0,1986-11-01,WY,3.78,7.91,109.6,-0.0700000000000002,
1,alabama,1986,12,3017000.0,9.3,1986-12-01,AL,0.0,7.91,109.6,0.0,
2,alaska,1986,12,349000.0,11.0,1986-12-01,AK,9.09,7.91,109.6,-0.1699999999999999,
4,arizona,1986,12,2466000.0,7.4,1986-12-01,AZ,0.0,7.91,109.6,0.0,
5,arkansas,1986,12,1769000.0,8.5,1986-12-01,AR,6.37,7.91,109.6,-0.1200000000000001,
6,california,1986,12,20271000.0,6.5,1986-12-01,CA,7.91,7.91,109.6,-0.1400000000000005,
37,los angeles county,1986,12,6307600.0,6.6,1986-12-01,,,,,,
8,colorado,1986,12,2427000.0,8.3,1986-12-01,CO,4.48,7.91,109.6,-0.0899999999999998,
9,connecticut,1986,12,2496000.0,3.6,1986-12-01,CT,7.95,7.91,109.6,-0.1499999999999994,
10,delaware,1986,12,485000.0,3.3,1986-12-01,DE,4.72,7.91,109.6,-0.0899999999999998,
11,district of columbia,1986,12,477000.0,7.3,1986-12-01,DC,5.9,7.91,109.6,-0.1099999999999994,
12,florida,1986,12,9286000.0,5.7,1986-12-01,FL,0.0,7.91,109.6,0.0,
13,georgia,1986,12,4496000.0,5.8,1986-12-01,GA,2.95,7.91,109.6,-0.0499999999999998,
15,hawaii,1986,12,753000.0,4.1,1986-12-01,HI,7.32,7.91,109.6,-0.1299999999999999,
16,idaho,1986,12,709000.0,8.4,1986-12-01,ID,5.43,7.91,109.6,-0.1000000000000005,
17,illinois,1986,12,8708000.0,7.8,1986-12-01,IL,5.43,7.91,109.6,-0.1000000000000005,
18,indiana,1986,12,4137000.0,6.6,1986-12-01,IN,4.72,7.91,109.6,-0.0899999999999998,
19,iowa,1986,12,2138000.0,6.1,1986-12-01,IA,0.0,7.91,109.6,0.0,
20,kansas,1986,12,1824000.0,5.2,1986-12-01,KS,3.78,7.91,109.6,-0.0700000000000002,
21,kentucky,1986,12,2767000.0,9.2,1986-12-01,KY,5.07,7.91,109.6,-0.0999999999999996,
22,louisiana,1986,12,3214000.0,12.8,1986-12-01,LA,0.0,7.91,109.6,0.0,
23,maine,1986,12,889000.0,5.1,1986-12-01,ME,7.91,7.91,109.6,-0.1400000000000005,
24,maryland,1986,12,3418000.0,4.6,1986-12-01,MD,7.91,7.91,109.6,-0.1400000000000005,
25,massachusetts,1986,12,4575000.0,3.9,1986-12-01,MA,7.91,7.91,109.6,-0.1400000000000005,
26,michigan,1986,12,6892000.0,8.5,1986-12-01,MI,7.91,7.91,109.6,-0.1400000000000005,
27,minnesota,1986,12,3179000.0,5.3,1986-12-01,MN,7.32,7.91,109.6,-0.1299999999999999,
28,mississippi,1986,12,1872000.0,11.4,1986-12-01,MS,0.0,7.91,109.6,0.0,
29,missouri,1986,12,3843000.0,6.4,1986-12-01,MO,0.0,7.91,109.6,0.0,
30,montana,1986,12,599000.0,7.9,1986-12-01,MT,4.72,7.91,109.6,-0.0899999999999998,
31,nebraska,1986,12,1180000.0,4.6,1986-12-01,NE,3.78,7.91,109.6,-0.0700000000000002,
32,nevada,1986,12,748000.0,6.3,1986-12-01,NV,6.49,7.91,109.6,-0.1200000000000001,
33,new hampshire,1986,12,790000.0,2.2,1986-12-01,NH,7.91,7.91,109.6,-0.1400000000000005,
34,new jersey,1986,12,5977000.0,4.3,1986-12-01,NJ,7.91,7.91,109.6,-0.1400000000000005,
35,new mexico,1986,12,1065000.0,9.4,1986-12-01,NM,6.84,7.91,109.6,-0.1299999999999999,
36,new york,1986,12,13738000.0,5.5,1986-12-01,NY,7.91,7.91,109.6,-0.1400000000000005,
51000,new york city,1986,12,5818000.0,6.4,1986-12-01,,,,,,
37,north carolina,1986,12,4763000.0,5.2,1986-12-01,NC,6.84,7.91,109.6,-0.1299999999999999,
38,north dakota,1986,12,485000.0,5.2,1986-12-01,ND,6.61,7.91,109.6,-0.1200000000000001,
39,ohio,1986,12,8126000.0,8.0,1986-12-01,OH,5.43,7.91,109.6,-0.1000000000000005,
40,oklahoma,1986,12,2415000.0,8.1,1986-12-01,OK,7.32,7.91,109.6,-0.1299999999999999,
41,oregon,1986,12,2069000.0,6.7,1986-12-01,OR,7.32,7.91,109.6,-0.1299999999999999,
