fips,state,year,month,population,unemployment,date,code,minwage,fedminwage,cpi,change,gdp
40,oklahoma,1996,5,2477537.0,4.0,1996-05-01,OK,7.01,7.01,156.9,-0.2000000000000001,
41,oregon,1996,5,2493828.0,5.5,1996-05-01,OR,7.83,7.01,156.9,-0.2300000000000004,
42,pennsylvania,1996,5,9404971.0,5.6,1996-05-01,PA,7.01,7.01,156.9,-0.2000000000000001,
44,rhode island,1996,5,788596.0,5.1,1996-05-01,RI,7.34,7.01,156.9,-0.2099999999999999,
45,south carolina,1996,5,2844303.0,5.7,1996-05-01,SC,0.0,7.01,156.9,0.0,
46,south dakota,1996,5,544840.0,3.4,1996-05-01,SD,7.01,7.01,156.9,-0.2000000000000001,
47,tennessee,1996,5,4139821.0,5.0,1996-05-01,TN,0.0,7.01,156.9,0.0,
48,texas,1996,5,14033304.0,5.8,1996-05-01,TX,5.52,7.01,156.9,-0.1700000000000008,
49,utah,1996,5,1447528.0,3.4,1996-05-01,UT,7.01,7.01,156.9,-0.2000000000000001,
50,vermont,1996,5,452876.0,4.3,1996-05-01,VT,7.83,7.01,156.9,0.6200000000000001,
51,virginia,1996,5,5042829.0,4.3,1996-05-01,VA,7.01,7.01,156.9,-0.2000000000000001,
53,washington,1996,5,4181727.0,6.1,1996-05-01,WA,8.08,7.01,156.9,0.8700000000000001,
54,west virginia,1996,5,1437490.0,7.7,1996-05-01,WV,7.01,7.01,156.9,-0.2000000000000001,
55,wisconsin,1996,5,3949073.0,3.7,1996-05-01,WI,7.01,7.01,156.9,-0.2000000000000001,
56,wyoming,1996,5,362654.0,5.0,1996-05-01,WY,2.64,7.01,156.9,-0.08,
1,alabama,1996,6,3283563.0,5.2,1996-06-01,AL,0.0,7.01,156.9,0.0,
2,alaska,1996,6,420327.0,7.4,1996-06-01,AK,7.83,7.01,156.9,-0.2300000000000004,
4,arizona,1996,6,3458136.0,5.6,1996-06-01,AZ,0.0,7.01,156.9,0.0,
5,arkansas,1996,6,1937118.0,5.2,1996-06-01,AR,7.01,7.01,156.9,-0.2000000000000001,
6,california,1996,6,23416139.0,7.4,1996-06-01,CA,7.01,7.01,156.9,-0.2000000000000001,
37,los angeles county,1996,6,6684701.0,8.3,1996-06-01,,,,,,
8,colorado,1996,6,2966245.0,4.3,1996-06-01,CO,4.95,7.01,156.9,-0.1399999999999996,
9,connecticut,1996,6,2558120.0,5.2,1996-06-01,CT,7.04,7.01,156.9,-0.2099999999999999,
10,delaware,1996,6,564933.0,4.8,1996-06-01,DE,7.67,7.01,156.9,0.4599999999999999,
11,district of columbia,1996,6,453517.0,8.6,1996-06-01,DC,8.65,7.01,156.9,1.4400000000000004,
12,florida,1996,6,11560707.0,5.3,1996-06-01,FL,0.0,7.01,156.9,0.0,
13,georgia,1996,6,5583848.0,4.5,1996-06-01,GA,5.36,7.01,156.9,-0.1599999999999992,
15,hawaii,1996,6,876230.0,5.9,1996-06-01,HI,8.65,7.01,156.9,-0.2599999999999998,
16,idaho,1996,6,878010.0,5.4,1996-06-01,ID,7.01,7.01,156.9,-0.2000000000000001,
17,illinois,1996,6,9097415.0,5.4,1996-06-01,IL,7.01,7.01,156.9,-0.2000000000000001,
18,indiana,1996,6,4477256.0,4.0,1996-06-01,IN,5.52,7.01,156.9,-0.1700000000000008,
19,iowa,1996,6,2191592.0,3.6,1996-06-01,IA,7.67,7.01,156.9,-0.2199999999999997,
20,kansas,1996,6,1938922.0,4.3,1996-06-01,KS,4.37,7.01,156.9,-0.1299999999999999,
21,kentucky,1996,6,2985883.0,5.2,1996-06-01,KY,7.01,7.01,156.9,-0.2000000000000001,
22,louisiana,1996,6,3217661.0,6.5,1996-06-01,LA,0.0,7.01,156.9,0.0,
23,maine,1996,6,962193.0,5.3,1996-06-01,ME,7.01,7.01,156.9,-0.2000000000000001,
24,maryland,1996,6,3858324.0,4.9,1996-06-01,MD,7.01,7.01,156.9,-0.2000000000000001,
25,massachusetts,1996,6,4778225.0,4.6,1996-06-01,MA,7.83,7.01,156.9,0.6200000000000001,
26,michigan,1996,6,7359582.0,5.0,1996-06-01,MI,5.52,7.01,156.9,-0.1700000000000008,
27,minnesota,1996,6,3538435.0,3.9,1996-06-01,MN,7.01,7.01,156.9,-0.2000000000000001,
28,mississippi,1996,6,2023947.0,6.0,1996-06-01,MS,0.0,7.01,156.9,0.0,
29,missouri,1996,6,4089361.0,4.7,1996-06-01,MO,7.01,7.01,156.9,-0.2000000000000001,
30,montana,1996,6,667369.0,5.5,1996-06-01,MT,7.01,7.01,156.9,-0.2000000000000001,
31,nebraska,1996,6,1246013.0,2.7,1996-06-01,NE,7.01,7.01,156.9,-0.2000000000000001,
32,nevada,1996,6,1283198.0,5.1,1996-06-01,NV,7.01,7.01,156.9,-0.2000000000000001,
33,new hampshire,1996,6,894466.0,3.8,1996-06-01,NH,7.01,7.01,156.9,-0.2000000000000001,
34,new jersey,1996,6,6242902.0,6.1,1996-06-01,NJ,8.33,7.01,156.9,-0.2400000000000002,
35,new mexico,1996,6,1281554.0,7.6,1996-06-01,NM,7.01,7.01,156.9,-0.2000000000000001,
36,new york,1996,6,14230309.0,6.3,1996-06-01,NY,7.01,7.01,156.9,-0.2000000000000001,
51000,new york city,1996,6,5963841.0,8.7,1996-06-01,,,,,,
37,north carolina,1996,6,5714993.0,4.4,1996-06-01,NC,7.01,7.01,156.9,-0.2000000000000001,
38,north dakota,1996,6,483615.0,3.1,1996-06-01,ND,7.01,7.01,156.9,-0.2000000000000001,
39,ohio,1996,6,8521491.0,5.0,1996-06-01,OH,7.01,7.01,156.9,-0.2000000000000001,
40,oklahoma,1996,6,2480726.0,3.9,1996-06-01,OK,7.01,7.01,156.9,-0.2000000000000001,
41,oregon,1996,6,2499099.0,5.5,1996-06-01,OR,7.83,7.01,156.9,-0.2300000000000004,
42,pennsylvania,1996,6,9408581.0,5.4,1996-06-01,PA,7.01,7.01,156.9,-0.2000000000000001,
44,rhode island,1996,6,789084.0,5.0,1996-06-01,RI,7.34,7.01,156.9,-0.2099999999999999,
45,south carolina,1996,6,2847281.0,5.8,1996-06-01,SC,0.0,7.01,156.9,0.0,
46,south dakota,1996,6,544929.0,3.3,1996-06-01,SD,7.01,7.01,156.9,-0.2000000000000001,
47,tennessee,1996,6,4146416.0,5.0,1996-06-01,TN,0.0,7.01,156.9,0.0,
48,texas,1996,6,14054906.0,5.7,1996-06-01,TX,5.52,7.01,156.9,-0.1700000000000008,
49,utah,1996,6,1451977.0,3.3,1996-06-01,UT,7.01,7.01,156.9,-0.2000000000000001,
50,vermont,1996,6,452901.0,4.3,1996-06-01,VT,7.83,7.01,156.9,0.6200000000000001,
51,virginia,1996,6,5048956.0,4.3,1996-06-01,VA,7.01,7.01,156.9,-0.2000000000000001,
53,washington,1996,6,4187970.0,6.0,1996-06-01,WA,8.08,7.01,156.9,0.8700000000000001,
54,west virginia,1996,6,1437366.0,7.5,1996-06-01,WV,7.01,7.01,156.9,-0.2000000000000001,
55,wisconsin,1996,6,3952528.0,3.6,1996-06-01,WI,7.01,7.01,156.9,-0.2000000000000001,
56,wyoming,1996,6,362675.0,5.0,1996-06-01,WY,2.64,7.01,156.9,-0.08,
1,alabama,1996,7,3286365.0,5.1,1996-07-01,AL,0.0,7.01,156.9,0.0,
2,alaska,1996,7,421319.0,7.3,1996-07-01,AK,7.83,7.01,156.9,-0.2300000000000004,
4,arizona,1996,7,3467919.0,5.6,1996-07-01,AZ,0.0,7.01,156.9,0.0,
5,arkansas,1996,7,1939530.0,5.2,1996-07-01,AR,7.01,7.01,156.9,-0.2000000000000001,
6,california,1996,7,23432231.0,7.2,1996-07-01,CA,7.01,7.01,156.9,-0.2000000000000001,
37,los angeles county,1996,7,6685510.0,8.1,1996-07-01,,,,,,
8,colorado,1996,7,2972223.0,4.3,1996-07-01,CO,4.95,7.01,156.9,-0.1399999999999996,
9,connecticut,1996,7,2558583.0,5.2,1996-07-01,CT,7.04,7.01,156.9,-0.2099999999999999,
10,delaware,1996,7,566009.0,4.9,1996-07-01,DE,7.67,7.01,156.9,0.4599999999999999,
11,district of columbia,1996,7,452883.0,8.5,1996-07-01,DC,8.65,7.01,156.9,1.4400000000000004,
12,florida,1996,7,11581062.0,5.2,1996-07-01,FL,0.0,7.01,156.9,0.0,
13,georgia,1996,7,5595859.0,4.5,1996-07-01,GA,5.36,7.01,156.9,-0.1599999999999992,
15,hawaii,1996,7,877362.0,5.8,1996-07-01,HI,8.65,7.01,156.9,-0.2599999999999998,
16,idaho,1996,7,880010.0,5.3,1996-07-01,ID,7.01,7.01,156.9,-0.2000000000000001,
17,illinois,1996,7,9102664.0,5.4,1996-07-01,IL,7.01,7.01,156.9,-0.2000000000000001,
18,indiana,1996,7,4480824.0,3.9,1996-07-01,IN,5.52,7.01,156.9,-0.1700000000000008,
19,iowa,1996,7,2192920.0,3.6,1996-07-01,IA,7.67,7.01,156.9,-0.2199999999999997,
20,kansas,1996,7,1940933.0,4.3,1996-07-01,KS,4.37,7.01,156.9,-0.1299999999999999,
21,kentucky,1996,7,2988933.0,5.2,1996-07-01,KY,7.01,7.01,156.9,-0.2000000000000001,
22,louisiana,1996,7,3220682.0,6.4,1996-07-01,LA,0.0,7.01,156.9,0.0,
23,maine,1996,7,963170.0,5.3,1996-07-01,ME,7.01,7.01,156.9,-0.2000000000000001,
24,maryland,1996,7,3861149.0,4.8,1996-07-01,MD,7.01,7.01,156.9,-0.2000000000000001,
25,massachusetts,1996,7,4781215.0,4.5,1996-07-01,MA,7.83,7.01,156.9,0.6200000000000001,
26,michigan,1996,7,7366281.0,4.9,1996-07-01,MI,5.52,7.01,156.9,-0.1700000000000008,
27,minnesota,1996,7,3543120.0,3.8,1996-07-01,MN,7.01,7.01,156.9,-0.2000000000000001,
28,mississippi,1996,7,2026049.0,5.9,1996-07-01,MS,0.0,7.01,156.9,0.0,
29,missouri,1996,7,4092943.0,4.7,1996-07-01,MO,7.01,7.01,156.9,-0.2000000000000001,
30,montana,1996,7,668335.0,5.5,1996-07-01,MT,7.01,7.01,156.9,-0.2000000000000001,
31,nebraska,1996,7,1247257.0,2.7,1996-07-01,NE,7.01,7.01,156.9,-0.2000000000000001,
32,nevada,1996,7,1288123.0,5.0,1996-07-01,NV,7.01,7.01,156.9,-0.2000000000000001,
33,new hampshire,1996,7,895562.0,3.8,1996-07-01,NH,7.01,7.01,156.9,-0.2000000000000001,
34,new jersey,1996,7,6248081.0,6.0,1996-07-01,NJ,8.33,7.01,156.9,-0.2400000000000002,
35,new mexico,1996,7,1283767.0,7.6,1996-07-01,NM,7.01,7.01,156.9,-0.2000000000000001,
36,new york,1996,7,14234390.0,6.2,1996-07-01,NY,7.01,7.01,156.9,-0.2000000000000001,
51000,new york city,1996,7,5967471.0,8.7,1996-07-01,,,,,,
37,north carolina,1996,7,5725480.0,4.3,1996-07-01,NC,7.01,7.01,156.9,-0.2000000000000001,
38,north dakota,1996,7,483687.0,3.1,1996-07-01,ND,7.01,7.01,156.9,-0.2000000000000001,
39,ohio,1996,7,8525421.0,4.9,1996-07-01,OH,7.01,7.01,156.9,-0.2000000000000001,
40,oklahoma,1996,7,2482914.0,3.8,1996-07-01,OK,7.01,7.01,156.9,-0.2000000000000001,
41,oregon,1996,7,2503369.0,5.5,1996-07-01,OR,7.83,7.01,156.9,-0.2300000000000004,
42,pennsylvania,1996,7,9412191.0,5.3,1996-07-01,PA,7.01,7.01,156.9,-0.2000000000000001,
44,rhode island,1996,7,789573.0,5.0,1996-07-01,RI,7.34,7.01,156.9,-0.2099999999999999,
45,south carolina,1996,7,2850259.0,5.8,1996-07-01,SC,0.0,7.01,156.9,0.0,
46,south dakota,1996,7,546018.0,3.3,1996-07-01,SD,7.01,7.01,156.9,-0.2000000000000001,
47,tennessee,1996,7,4153011.0,5.0,1996-07-01,TN,0.0,7.01,156.9,0.0,
48,texas,1996,7,14077507.0,5.6,1996-07-01,TX,5.52,7.01,156.9,-0.1700000000000008,
49,utah,1996,7,1455425.0,3.3,1996-07-01,UT,7.01,7.01,156.9,-0.2000000000000001,
50,vermont,1996,7,453925.0,4.3,1996-07-01,VT,7.83,7.01,156.9,0.6200000000000001,
51,virginia,1996,7,5055084.0,4.3,1996-07-01,VA,7.01,7.01,156.9,-0.2000000000000001,
53,washington,1996,7,4194213.0,5.9,1996-07-01,WA,8.08,7.01,156.9,0.8700000000000001,
54,west virginia,1996,7,1438243.0,7.4,1996-07-01,WV,7.01,7.01,156.9,-0.2000000000000001,
55,wisconsin,1996,7,3956984.0,3.5,1996-07-01,WI,7.01,7.01,156.9,-0.2000000000000001,
56,wyoming,1996,7,363697.0,5.0,1996-07-01,WY,2.64,7.01,156.9,-0.08,
1,alabama,1996,8,3289167.0,5.0,1996-08-01,AL,0.0,7.01,156.9,0.0,
2,alaska,1996,8,421310.0,7.2,1996-08-01,AK,7.83,7.01,156.9,-0.2300000000000004,
4,arizona,1996,8,3478703.0,5.6,1996-08-01,AZ,0.0,7.01,156.9,0.0,
5,arkansas,1996,8,1941942.0,5.2,1996-08-01,AR,7.01,7.01,156.9,-0.2000000000000001,
6,california,1996,8,23469322.0,7.1,1996-08-01,CA,7.01,7.01,156.9,-0.2000000000000001,
37,los angeles county,1996,8,6692519.0,7.9,1996-08-01,,,,,,
8,colorado,1996,8,2979200.0,4.2,1996-08-01,CO,4.95,7.01,156.9,-0.1399999999999996,
9,connecticut,1996,8,2560046.0,5.2,1996-08-01,CT,7.04,7.01,156.9,-0.2099999999999999,
10,delaware,1996,8,566085.0,5.0,1996-08-01,DE,7.67,7.01,156.9,0.4599999999999999,
11,district of columbia,1996,8,453248.0,8.3,1996-08-01,DC,8.65,7.01,156.9,1.4400000000000004,
12,florida,1996,8,11603417.0,5.2,1996-08-01,FL,0.0,7.01,156.9,0.0,
13,georgia,1996,8,5607870.0,4.5,1996-08-01,GA,5.36,7.01,156.9,-0.1599999999999992,
15,hawaii,1996,8,878493.0,5.8,1996-08-01,HI,8.65,7.01,156.9,-0.2599999999999998,
16,idaho,1996,8,882010.0,5.3,1996-08-01,ID,7.01,7.01,156.9,-0.2000000000000001,
17,illinois,1996,8,9108913.0,5.3,1996-08-01,IL,7.01,7.01,156.9,-0.2000000000000001,
18,indiana,1996,8,4484391.0,3.8,1996-08-01,IN,5.52,7.01,156.9,-0.1700000000000008,
19,iowa,1996,8,2194248.0,3.6,1996-08-01,IA,7.67,7.01,156.9,-0.2199999999999997,
20,kansas,1996,8,1941945.0,4.3,1996-08-01,KS,4.37,7.01,156.9,-0.1299999999999999,
21,kentucky,1996,8,2989983.0,5.2,1996-08-01,KY,7.01,7.01,156.9,-0.2000000000000001,
22,louisiana,1996,8,3222704.0,6.4,1996-08-01,LA,0.0,7.01,156.9,0.0,
23,maine,1996,8,964147.0,5.2,1996-08-01,ME,7.01,7.01,156.9,-0.2000000000000001,
24,maryland,1996,8,3863974.0,4.8,1996-08-01,MD,7.01,7.01,156.9,-0.2000000000000001,
25,massachusetts,1996,8,4785205.0,4.4,1996-08-01,MA,7.83,7.01,156.9,0.6200000000000001,
26,michigan,1996,8,7369981.0,4.9,1996-08-01,MI,5.52,7.01,156.9,-0.1700000000000008,
27,minnesota,1996,8,3547805.0,3.8,1996-08-01,MN,7.01,7.01,156.9,-0.2000000000000001,
28,mississippi,1996,8,2028151.0,5.8,1996-08-01,MS,0.0,7.01,156.9,0.0,
29,missouri,1996,8,4096524.0,4.7,1996-08-01,MO,7.01,7.01,156.9,-0.2000000000000001,
30,montana,1996,8,668302.0,5.4,1996-08-01,MT,7.01,7.01,156.9,-0.2000000000000001,
31,nebraska,1996,8,1248501.0,2.7,1996-08-01,NE,7.01,7.01,156.9,-0.2000000000000001,
32,nevada,1996,8,1294049.0,5.0,1996-08-01,NV,7.01,7.01,156.9,-0.2000000000000001,
33,new hampshire,1996,8,896658.0,3.8,1996-08-01,NH,7.01,7.01,156.9,-0.2000000000000001,
34,new jersey,1996,8,6253259.0,6.0,1996-08-01,NJ,8.33,7.01,156.9,-0.2400000000000002,
35,new mexico,1996,8,1284979.0,7.5,1996-08-01,NM,7.01,7.01,156.9,-0.2000000000000001,
36,new york,1996,8,14241471.0,6.1,1996-08-01,NY,7.01,7.01,156.9,-0.2000000000000001,
51000,new york city,1996,8,5972501.0,8.7,1996-08-01,,,,,,
37,north carolina,1996,8,5734967.0,4.2,1996-08-01,NC,7.01,7.01,156.9,-0.2000000000000001,
38,north dakota,1996,8,483759.0,3.1,1996-08-01,ND,7.01,7.01,156.9,-0.2000000000000001,
39,ohio,1996,8,8528350.0,4.9,1996-08-01,OH,7.01,7.01,156.9,-0.2000000000000001,
40,oklahoma,1996,8,2486103.0,3.8,1996-08-01,OK,7.01,7.01,156.9,-0.2000000000000001,
41,oregon,1996,8,2507640.0,5.6,1996-08-01,OR,7.83,7.01,156.9,-0.2300000000000004,
42,pennsylvania,1996,8,9413801.0,5.3,1996-08-01,PA,7.01,7.01,156.9,-0.2000000000000001,
44,rhode island,1996,8,790061.0,5.0,1996-08-01,RI,7.34,7.01,156.9,-0.2099999999999999,
45,south carolina,1996,8,2855237.0,5.8,1996-08-01,SC,0.0,7.01,156.9,0.0,
46,south dakota,1996,8,546107.0,3.2,1996-08-01,SD,7.01,7.01,156.9,-0.2000000000000001,
47,tennessee,1996,8,4159606.0,5.1,1996-08-01,TN,0.0,7.01,156.9,0.0,
48,texas,1996,8,14103108.0,5.5,1996-08-01,TX,5.52,7.01,156.9,-0.1700000000000008,
49,utah,1996,8,1458874.0,3.3,1996-08-01,UT,7.01,7.01,156.9,-0.2000000000000001,
50,vermont,1996,8,453950.0,4.3,1996-08-01,VT,7.83,7.01,156.9,0.6200000000000001,
51,virginia,1996,8,5061212.0,4.3,1996-08-01,VA,7.01,7.01,156.9,-0.2000000000000001,
53,washington,1996,8,4201456.0,5.8,1996-08-01,WA,8.08,7.01,156.9,0.8700000000000001,
54,west virginia,1996,8,1438119.0,7.4,1996-08-01,WV,7.01,7.01,156.9,-0.2000000000000001,
55,wisconsin,1996,8,3960439.0,3.5,1996-08-01,WI,7.01,7.01,156.9,-0.2000000000000001,
56,wyoming,1996,8,363718.0,5.0,1996-08-01,WY,2.64,7.01,156.9,-0.08,
1,alabama,1996,9,3290969.0,5.0,1996-09-01,AL,0.0,7.01,156.9,0.0,
2,alaska,1996,9,421302.0,7.2,1996-09-01,AK,7.83,7.01,156.9,-0.2300000000000004,
4,arizona,1996,9,3489487.0,5.6,1996-09-01,AZ,0.0,7.01,156.9,0.0,
5,arkansas,1996,9,1944354.0,5.2,1996-09-01,AR,7.01,7.01,156.9,-0.2000000000000001,
6,california,1996,9,23508414.0,7.1,1996-09-01,CA,7.01,7.01,156.9,-0.2000000000000001,
37,los angeles county,1996,9,6699828.0,7.8,1996-09-01,,,,,,
8,colorado,1996,9,2986178.0,4.1,1996-09-01,CO,4.95,7.01,156.9,-0.1399999999999996,
9,connecticut,1996,9,2561509.0,5.2,1996-09-01,CT,7.04,7.01,156.9,-0.2099999999999999,
10,delaware,1996,9,567161.0,5.1,1996-09-01,DE,7.67,7.01,156.9,0.4599999999999999,
11,district of columbia,1996,9,452614.0,8.2,1996-09-01,DC,8.65,7.01,156.9,1.4400000000000004,
12,florida,1996,9,11626773.0,5.2,1996-09-01,FL,0.0,7.01,156.9,0.0,
13,georgia,1996,9,5620881.0,4.6,1996-09-01,GA,5.36,7.01,156.9,-0.1599999999999992,
15,hawaii,1996,9,879624.0,5.9,1996-09-01,HI,8.65,7.01,156.9,-0.2599999999999998,
16,idaho,1996,9,884010.0,5.3,1996-09-01,ID,7.01,7.01,156.9,-0.2000000000000001,
17,illinois,1996,9,9116162.0,5.2,1996-09-01,IL,7.01,7.01,156.9,-0.2000000000000001,
18,indiana,1996,9,4487958.0,3.7,1996-09-01,IN,5.52,7.01,156.9,-0.1700000000000008,
19,iowa,1996,9,2195576.0,3.6,1996-09-01,IA,7.67,7.01,156.9,-0.2199999999999997,
20,kansas,1996,9,1943957.0,4.3,1996-09-01,KS,4.37,7.01,156.9,-0.1299999999999999,
21,kentucky,1996,9,2992032.0,5.3,1996-09-01,KY,7.01,7.01,156.9,-0.2000000000000001,
22,louisiana,1996,9,3225725.0,6.3,1996-09-01,LA,0.0,7.01,156.9,0.0,
23,maine,1996,9,965123.0,5.1,1996-09-01,ME,7.01,7.01,156.9,-0.2000000000000001,
24,maryland,1996,9,3867798.0,4.8,1996-09-01,MD,7.01,7.01,156.9,-0.2000000000000001,
25,massachusetts,1996,9,4789195.0,4.4,1996-09-01,MA,7.83,7.01,156.9,0.6200000000000001,
26,michigan,1996,9,7375681.0,4.8,1996-09-01,MI,5.52,7.01,156.9,-0.1700000000000008,
27,minnesota,1996,9,3551490.0,3.7,1996-09-01,MN,7.01,7.01,156.9,-0.2000000000000001,
28,mississippi,1996,9,2030253.0,5.8,1996-09-01,MS,0.0,7.01,156.9,0.0,
29,missouri,1996,9,4101106.0,4.7,1996-09-01,MO,7.01,7.01,156.9,-0.2000000000000001,
30,montana,1996,9,669268.0,5.4,1996-09-01,MT,7.01,7.01,156.9,-0.2000000000000001,
31,nebraska,1996,9,1249744.0,2.6,1996-09-01,NE,7.01,7.01,156.9,-0.2000000000000001,
32,nevada,1996,9,1299975.0,4.9,1996-09-01,NV,7.01,7.01,156.9,-0.2000000000000001,
33,new hampshire,1996,9,897754.0,3.8,1996-09-01,NH,7.01,7.01,156.9,-0.2000000000000001,
34,new jersey,1996,9,6259437.0,5.9,1996-09-01,NJ,8.33,7.01,156.9,-0.2400000000000002,
35,new mexico,1996,9,1287191.0,7.5,1996-09-01,NM,7.01,7.01,156.9,-0.2000000000000001,
36,new york,1996,9,14248551.0,6.1,1996-09-01,NY,7.01,7.01,156.9,-0.2000000000000001,
51000,new york city,1996,9,5977731.0,8.8,1996-09-01,,,,,,
37,north carolina,1996,9,5745454.0,4.2,1996-09-01,NC,7.01,7.01,156.9,-0.2000000000000001,
38,north dakota,1996,9,484831.0,3.1,1996-09-01,ND,7.01,7.01,156.9,-0.2000000000000001,
39,ohio,1996,9,8532280.0,4.9,1996-09-01,OH,7.01,7.01,156.9,-0.2000000000000001,
40,oklahoma,1996,9,2488292.0,3.8,1996-09-01,OK,7.01,7.01,156.9,-0.2000000000000001,
41,oregon,1996,9,2511910.0,5.6,1996-09-01,OR,7.83,7.01,156.9,-0.2300000000000004,
42,pennsylvania,1996,9,9416411.0,5.2,1996-09-01,PA,7.01,7.01,156.9,-0.2000000000000001,
44,rhode island,1996,9,790549.0,5.1,1996-09-01,RI,7.34,7.01,156.9,-0.2099999999999999,
45,south carolina,1996,9,2860215.0,5.7,1996-09-01,SC,0.0,7.01,156.9,0.0,
46,south dakota,1996,9,547195.0,3.2,1996-09-01,SD,7.01,7.01,156.9,-0.2000000000000001,
47,tennessee,1996,9,4166201.0,5.2,1996-09-01,TN,0.0,7.01,156.9,0.0,
48,texas,1996,9,14129710.0,5.5,1996-09-01,TX,5.52,7.01,156.9,-0.1700000000000008,
49,utah,1996,9,1462322.0,3.4,1996-09-01,UT,7.01,7.01,156.9,-0.2000000000000001,
50,vermont,1996,9,454974.0,4.4,1996-09-01,VT,7.83,7.01,156.9,0.6200000000000001,
51,virginia,1996,9,5068339.0,4.3,1996-09-01,VA,7.01,7.01,156.9,-0.2000000000000001,
53,washington,1996,9,4209699.0,5.7,1996-09-01,WA,8.08,7.01,156.9,0.8700000000000001,
54,west virginia,1996,9,1437995.0,7.4,1996-09-01,WV,7.01,7.01,156.9,-0.2000000000000001,
55,wisconsin,1996,9,3963894.0,3.4,1996-09-01,WI,7.01,7.01,156.9,-0.2000000000000001,
56,wyoming,1996,9,363740.0,5.0,1996-09-01,WY,2.64,7.01,156.9,-0.08,
1,alabama,1996,10,3293771.0,5.1,1996-10-01,AL,0.0,7.01,156.9,0.0,
2,alaska,1996,10,422293.0,7.2,1996-10-01,AK,7.83,7.01,156.9,-0.2300000000000004,
4,arizona,1996,10,3501271.0,5.6,1996-10-01,AZ,0.0,7.01,156.9,0.0,
5,arkansas,1996,10,1946765.0,5.2,1996-10-01,AR,7.01,7.01,156.9,-0.2000000000000001,
6,california,1996,10,23547505.0,7.0,1996-10-01,CA,7.01,7.01,156.9,-0.2000000000000001,
37,los angeles county,1996,10,6707237.0,7.8,1996-10-01,,,,,,
8,colorado,1996,10,2993155.0,4.0,1996-10-01,CO,4.95,7.01,156.9,-0.1399999999999996,
9,connecticut,1996,10,2561972.0,5.2,1996-10-01,CT,7.04,7.01,156.9,-0.2099999999999999,
10,delaware,1996,10,568238.0,5.1,1996-10-01,DE,7.67,7.01,156.9,0.4599999999999999,
11,district of columbia,1996,10,452980.0,8.2,1996-10-01,DC,8.65,7.01,156.9,1.4400000000000004,
12,florida,1996,10,11650128.0,5.1,1996-10-01,FL,0.0,7.01,156.9,0.0,
13,georgia,1996,10,5632892.0,4.7,1996-10-01,GA,5.36,7.01,156.9,-0.1599999999999992,
15,hawaii,1996,10,880755.0,5.9,1996-10-01,HI,8.65,7.01,156.9,-0.2599999999999998,
16,idaho,1996,10,885010.0,5.3,1996-10-01,ID,7.01,7.01,156.9,-0.2000000000000001,
17,illinois,1996,10,9122411.0,5.1,1996-10-01,IL,7.01,7.01,156.9,-0.2000000000000001,
18,indiana,1996,10,4491526.0,3.6,1996-10-01,IN,5.52,7.01,156.9,-0.1700000000000008,
19,iowa,1996,10,2196904.0,3.5,1996-10-01,IA,7.67,7.01,156.9,-0.2199999999999997,
20,kansas,1996,10,1945969.0,4.3,1996-10-01,KS,4.37,7.01,156.9,-0.1299999999999999,
21,kentucky,1996,10,2994082.0,5.5,1996-10-01,KY,7.01,7.01,156.9,-0.2000000000000001,
22,louisiana,1996,10,3228746.0,6.3,1996-10-01,LA,0.0,7.01,156.9,0.0,
23,maine,1996,10,965100.0,5.1,1996-10-01,ME,7.01,7.01,156.9,-0.2000000000000001,
24,maryland,1996,10,3870623.0,4.8,1996-10-01,MD,7.01,7.01,156.9,-0.2000000000000001,
25,massachusetts,1996,10,4794186.0,4.4,1996-10-01,MA,7.83,7.01,156.9,0.6200000000000001,
26,michigan,1996,10,7380381.0,4.8,1996-10-01,MI,5.52,7.01,156.9,-0.1700000000000008,
27,minnesota,1996,10,3556175.0,3.7,1996-10-01,MN,7.01,7.01,156.9,-0.2000000000000001,
28,mississippi,1996,10,2032355.0,5.8,1996-10-01,MS,0.0,7.01,156.9,0.0,
29,missouri,1996,10,4105687.0,4.8,1996-10-01,MO,7.01,7.01,156.9,-0.2000000000000001,
30,montana,1996,10,670234.0,5.4,1996-10-01,MT,7.01,7.01,156.9,-0.2000000000000001,
31,nebraska,1996,10,1250988.0,2.6,1996-10-01,NE,7.01,7.01,156.9,-0.2000000000000001,
32,nevada,1996,10,1305900.0,4.9,1996-10-01,NV,7.01,7.01,156.9,-0.2000000000000001,
33,new hampshire,1996,10,898849.0,3.7,1996-10-01,NH,7.01,7.01,156.9,-0.2000000000000001,
34,new jersey,1996,10,6265615.0,5.9,1996-10-01,NJ,8.33,7.01,156.9,-0.2400000000000002,
35,new mexico,1996,10,1288403.0,7.4,1996-10-01,NM,7.01,7.01,156.9,-0.2000000000000001,
36,new york,1996,10,14256632.0,6.2,1996-10-01,NY,7.01,7.01,156.9,-0.2000000000000001,
51000,new york city,1996,10,5983061.0,8.9,1996-10-01,,,,,,
37,north carolina,1996,10,5755941.0,4.1,1996-10-01,NC,7.01,7.01,156.9,-0.2000000000000001,
38,north dakota,1996,10,484903.0,3.1,1996-10-01,ND,7.01,7.01,156.9,-0.2000000000000001,
39,ohio,1996,10,8536209.0,5.0,1996-10-01,OH,7.01,7.01,156.9,-0.2000000000000001,
